district_id,period_type,period_start_date,TOT_AVG,male_buckets_avg,female_buckets_avg,daytime_avg,nighttime_avg
11110,DAILY,2025-01-01,217210,"{""F0T9"": 5314, ""F10T14"": 2971, ""F15T19"": 5138, ""F20T24"": 9173, ""F25T29"": 9556, ""F30T34"": 7752, ""F35T39"": 8462, ""F40T44"": 7964, ""F45T49"": 8646, ""F50T54"": 8825, ""F55T59"": 8350, ""F60T64"": 6558, ""F65T69"": 4700, ""F70T74"": 9612}","{""F0T9"": 5592, ""F10T14"": 3299, ""F15T19"": 5376, ""F20T24"": 12335, ""F25T29"": 10817, ""F30T34"": 8176, ""F35T39"": 8767, ""F40T44"": 7957, ""F45T49"": 8709, ""F50T54"": 8192, ""F55T59"": 8377, ""F60T64"": 7235, ""F65T69"": 4995, ""F70T74"": 14363}",235098,196467
11110,DAILY,2025-01-02,272415,"{""F0T9"": 4927, ""F10T14"": 2831, ""F15T19"": 5548, ""F20T24"": 9565, ""F25T29"": 10981, ""F30T34"": 10347, ""F35T39"": 12617, ""F40T44"": 12630, ""F45T49"": 13665, ""F50T54"": 12939, ""F55T59"": 11321, ""F60T64"": 8055, ""F65T69"": 5728, ""F70T74"": 11276}","{""F0T9"": 5109, ""F10T14"": 3078, ""F15T19"": 5509, ""F20T24"": 13945, ""F25T29"": 13577, ""F30T34"": 11651, ""F35T39"": 12612, ""F40T44"": 11213, ""F45T49"": 12034, ""F50T54"": 10693, ""F55T59"": 10221, ""F60T64"": 8497, ""F65T69"": 5866, ""F70T74"": 15982}",339093,194577
11110,DAILY,2025-01-03,277132,"{""F0T9"": 5031, ""F10T14"": 2890, ""F15T19"": 5466, ""F20T24"": 9768, ""F25T29"": 11314, ""F30T34"": 10634, ""F35T39"": 13026, ""F40T44"": 12800, ""F45T49"": 13765, ""F50T54"": 12885, ""F55T59"": 11526, ""F60T64"": 8095, ""F65T69"": 5750, ""F70T74"": 11369}","{""F0T9"": 5195, ""F10T14"": 3118, ""F15T19"": 5648, ""F20T24"": 14463, ""F25T29"": 14069, ""F30T34"": 12050, ""F35T39"": 12883, ""F40T44"": 11308, ""F45T49"": 12344, ""F50T54"": 10911, ""F55T59"": 10368, ""F60T64"": 8616, ""F65T69"": 5933, ""F70T74"": 15904}",340385,211056
11110,DAILY,2025-01-04,247818,"{""F0T9"": 5301, ""F10T14"": 2955, ""F15T19"": 4910, ""F20T24"": 10245, ""F25T29"": 10770, ""F30T34"": 9007, ""F35T39"": 9623, ""F40T44"": 8893, ""F45T49"": 9631, ""F50T54"": 10041, ""F55T59"": 9768, ""F60T64"": 7735, ""F65T69"": 5675, ""F70T74"": 12142}","{""F0T9"": 5422, ""F10T14"": 3213, ""F15T19"": 5506, ""F20T24"": 14812, ""F25T29"": 12977, ""F30T34"": 9790, ""F35T39"": 10106, ""F40T44"": 9024, ""F45T49"": 9871, ""F50T54"": 9384, ""F55T59"": 9757, ""F60T64"": 8423, ""F65T69"": 6040, ""F70T74"": 16796}",287098,211310
11110,DAILY,2025-01-05,218380,"{""F0T9"": 4974, ""F10T14"": 2864, ""F15T19"": 4809, ""F20T24"": 9336, ""F25T29"": 9576, ""F30T34"": 7828, ""F35T39"": 8580, ""F40T44"": 7928, ""F45T49"": 8589, ""F50T54"": 8786, ""F55T59"": 8484, ""F60T64"": 6579, ""F65T69"": 4700, ""F70T74"": 9561}","{""F0T9"": 5128, ""F10T14"": 3047, ""F15T19"": 5331, ""F20T24"": 13005, ""F25T29"": 11219, ""F30T34"": 8399, ""F35T39"": 9031, ""F40T44"": 7919, ""F45T49"": 8830, ""F50T54"": 8359, ""F55T59"": 8626, ""F60T64"": 7327, ""F65T69"": 5084, ""F70T74"": 14481}",238806,207198
11110,DAILY,2025-01-06,274362,"{""F0T9"": 4659, ""F10T14"": 2722, ""F15T19"": 5173, ""F20T24"": 9662, ""F25T29"": 11018, ""F30T34"": 10483, ""F35T39"": 13094, ""F40T44"": 12999, ""F45T49"": 13783, ""F50T54"": 13155, ""F55T59"": 11699, ""F60T64"": 8164, ""F65T69"": 5763, ""F70T74"": 11337}","{""F0T9"": 4851, ""F10T14"": 2926, ""F15T19"": 5334, ""F20T24"": 14125, ""F25T29"": 13746, ""F30T34"": 11766, ""F35T39"": 12832, ""F40T44"": 11238, ""F45T49"": 12067, ""F50T54"": 10826, ""F55T59"": 10478, ""F60T64"": 8667, ""F65T69"": 5984, ""F70T74"": 15814}",340852,199960
11110,DAILY,2025-01-07,281102,"{""F0T9"": 4694, ""F10T14"": 2724, ""F15T19"": 5222, ""F20T24"": 9806, ""F25T29"": 11261, ""F30T34"": 10657, ""F35T39"": 13324, ""F40T44"": 13304, ""F45T49"": 14170, ""F50T54"": 13269, ""F55T59"": 11855, ""F60T64"": 8299, ""F65T69"": 5909, ""F70T74"": 11730}","{""F0T9"": 4981, ""F10T14"": 2995, ""F15T19"": 5477, ""F20T24"": 14656, ""F25T29"": 14357, ""F30T34"": 12234, ""F35T39"": 13185, ""F40T44"": 11570, ""F45T49"": 12406, ""F50T54"": 11163, ""F55T59"": 10647, ""F60T64"": 8850, ""F65T69"": 6157, ""F70T74"": 16199}",348888,210515
11110,DAILY,2025-01-08,281905,"{""F0T9"": 4699, ""F10T14"": 2738, ""F15T19"": 5126, ""F20T24"": 9904, ""F25T29"": 11303, ""F30T34"": 10787, ""F35T39"": 13320, ""F40T44"": 13215, ""F45T49"": 14069, ""F50T54"": 13245, ""F55T59"": 11879, ""F60T64"": 8307, ""F65T69"": 5785, ""F70T74"": 11527}","{""F0T9"": 4943, ""F10T14"": 2976, ""F15T19"": 5667, ""F20T24"": 15070, ""F25T29"": 14528, ""F30T34"": 12333, ""F35T39"": 13383, ""F40T44"": 11757, ""F45T49"": 12418, ""F50T54"": 11085, ""F55T59"": 10678, ""F60T64"": 8945, ""F65T69"": 6140, ""F70T74"": 16076}",349755,213264
11110,DAILY,2025-01-09,277182,"{""F0T9"": 4762, ""F10T14"": 2767, ""F15T19"": 5103, ""F20T24"": 9782, ""F25T29"": 11158, ""F30T34"": 10760, ""F35T39"": 13250, ""F40T44"": 13143, ""F45T49"": 13884, ""F50T54"": 13024, ""F55T59"": 11669, ""F60T64"": 8110, ""F65T69"": 5741, ""F70T74"": 11209}","{""F0T9"": 5037, ""F10T14"": 3019, ""F15T19"": 5340, ""F20T24"": 14645, ""F25T29"": 14180, ""F30T34"": 12164, ""F35T39"": 13117, ""F40T44"": 11357, ""F45T49"": 12128, ""F50T54"": 10864, ""F55T59"": 10548, ""F60T64"": 8689, ""F65T69"": 5962, ""F70T74"": 15772}",340383,214698
11110,DAILY,2025-01-10,276922,"{""F0T9"": 4762, ""F10T14"": 2751, ""F15T19"": 5094, ""F20T24"": 9852, ""F25T29"": 11373, ""F30T34"": 10782, ""F35T39"": 13170, ""F40T44"": 12984, ""F45T49"": 13625, ""F50T54"": 12807, ""F55T59"": 11649, ""F60T64"": 8181, ""F65T69"": 5766, ""F70T74"": 11223}","{""F0T9"": 5024, ""F10T14"": 3016, ""F15T19"": 5453, ""F20T24"": 14568, ""F25T29"": 14325, ""F30T34"": 12209, ""F35T39"": 13137, ""F40T44"": 11416, ""F45T49"": 12108, ""F50T54"": 10870, ""F55T59"": 10545, ""F60T64"": 8669, ""F65T69"": 5970, ""F70T74"": 15594}",337379,213734
11110,DAILY,2025-01-11,252045,"{""F0T9"": 5268, ""F10T14"": 2947, ""F15T19"": 4902, ""F20T24"": 9927, ""F25T29"": 10835, ""F30T34"": 9242, ""F35T39"": 9849, ""F40T44"": 9073, ""F45T49"": 9903, ""F50T54"": 10148, ""F55T59"": 9894, ""F60T64"": 8012, ""F65T69"": 5838, ""F70T74"": 12285}","{""F0T9"": 5606, ""F10T14"": 3311, ""F15T19"": 5391, ""F20T24"": 14449, ""F25T29"": 13555, ""F30T34"": 10314, ""F35T39"": 10741, ""F40T44"": 9274, ""F45T49"": 10131, ""F50T54"": 9776, ""F55T59"": 9802, ""F60T64"": 8585, ""F65T69"": 6211, ""F70T74"": 16775}",292216,213985
11110,DAILY,2025-01-12,226081,"{""F0T9"": 5364, ""F10T14"": 3023, ""F15T19"": 4889, ""F20T24"": 9351, ""F25T29"": 9881, ""F30T34"": 8186, ""F35T39"": 8802, ""F40T44"": 8227, ""F45T49"": 8675, ""F50T54"": 8951, ""F55T59"": 8742, ""F60T64"": 6776, ""F65T69"": 4961, ""F70T74"": 9994}","{""F0T9"": 5571, ""F10T14"": 3303, ""F15T19"": 5375, ""F20T24"": 13286, ""F25T29"": 11782, ""F30T34"": 9027, ""F35T39"": 9536, ""F40T44"": 8537, ""F45T49"": 9116, ""F50T54"": 8619, ""F55T59"": 8653, ""F60T64"": 7483, ""F65T69"": 5320, ""F70T74"": 14654}",251626,210950
11110,DAILY,2025-01-13,274338,"{""F0T9"": 4525, ""F10T14"": 2653, ""F15T19"": 4860, ""F20T24"": 9523, ""F25T29"": 10923, ""F30T34"": 10525, ""F35T39"": 13327, ""F40T44"": 13099, ""F45T49"": 13839, ""F50T54"": 13068, ""F55T59"": 11633, ""F60T64"": 8084, ""F65T69"": 5684, ""F70T74"": 11312}","{""F0T9"": 4946, ""F10T14"": 2964, ""F15T19"": 5364, ""F20T24"": 14089, ""F25T29"": 13946, ""F30T34"": 11831, ""F35T39"": 12852, ""F40T44"": 11431, ""F45T49"": 12117, ""F50T54"": 10838, ""F55T59"": 10349, ""F60T64"": 8563, ""F65T69"": 5968, ""F70T74"": 16025}",340643,200951
11110,DAILY,2025-01-14,280813,"{""F0T9"": 4675, ""F10T14"": 2709, ""F15T19"": 4912, ""F20T24"": 9643, ""F25T29"": 11145, ""F30T34"": 10761, ""F35T39"": 13472, ""F40T44"": 13449, ""F45T49"": 14179, ""F50T54"": 13391, ""F55T59"": 11847, ""F60T64"": 8268, ""F65T69"": 5817, ""F70T74"": 11593}","{""F0T9"": 5058, ""F10T14"": 3029, ""F15T19"": 5514, ""F20T24"": 14479, ""F25T29"": 14288, ""F30T34"": 12278, ""F35T39"": 13350, ""F40T44"": 11665, ""F45T49"": 12418, ""F50T54"": 10942, ""F55T59"": 10603, ""F60T64"": 8848, ""F65T69"": 6182, ""F70T74"": 16296}",348308,210227
11110,DAILY,2025-01-15,280090,"{""F0T9"": 4693, ""F10T14"": 2731, ""F15T19"": 4818, ""F20T24"": 9692, ""F25T29"": 11200, ""F30T34"": 10821, ""F35T39"": 13455, ""F40T44"": 13343, ""F45T49"": 14103, ""F50T54"": 13174, ""F55T59"": 11680, ""F60T64"": 8245, ""F65T69"": 5781, ""F70T74"": 11364}","{""F0T9"": 5072, ""F10T14"": 3030, ""F15T19"": 5505, ""F20T24"": 14672, ""F25T29"": 14451, ""F30T34"": 12345, ""F35T39"": 13378, ""F40T44"": 11811, ""F45T49"": 12316, ""F50T54"": 10996, ""F55T59"": 10617, ""F60T64"": 8834, ""F65T69"": 6061, ""F70T74"": 15899}",346315,212875
11110,DAILY,2025-01-16,281927,"{""F0T9"": 4568, ""F10T14"": 2665, ""F15T19"": 4870, ""F20T24"": 9692, ""F25T29"": 11261, ""F30T34"": 10852, ""F35T39"": 13669, ""F40T44"": 13434, ""F45T49"": 14237, ""F50T54"": 13396, ""F55T59"": 11920, ""F60T64"": 8366, ""F65T69"": 5899, ""F70T74"": 11584}","{""F0T9"": 5010, ""F10T14"": 2990, ""F15T19"": 5489, ""F20T24"": 14478, ""F25T29"": 14445, ""F30T34"": 12377, ""F35T39"": 13473, ""F40T44"": 11867, ""F45T49"": 12622, ""F50T54"": 11112, ""F55T59"": 10617, ""F60T64"": 8881, ""F65T69"": 6122, ""F70T74"": 16031}",347642,214593
11110,DAILY,2025-01-17,281519,"{""F0T9"": 4635, ""F10T14"": 2663, ""F15T19"": 4956, ""F20T24"": 9796, ""F25T29"": 11412, ""F30T34"": 10912, ""F35T39"": 13525, ""F40T44"": 13108, ""F45T49"": 14118, ""F50T54"": 13145, ""F55T59"": 11872, ""F60T64"": 8402, ""F65T69"": 5917, ""F70T74"": 11515}","{""F0T9"": 5036, ""F10T14"": 2987, ""F15T19"": 5486, ""F20T24"": 14599, ""F25T29"": 14642, ""F30T34"": 12426, ""F35T39"": 13415, ""F40T44"": 11901, ""F45T49"": 12413, ""F50T54"": 11058, ""F55T59"": 10690, ""F60T64"": 8863, ""F65T69"": 6086, ""F70T74"": 15943}",344186,217102
11110,DAILY,2025-01-18,254213,"{""F0T9"": 5322, ""F10T14"": 2947, ""F15T19"": 4944, ""F20T24"": 9710, ""F25T29"": 10813, ""F30T34"": 9197, ""F35T39"": 10281, ""F40T44"": 9248, ""F45T49"": 10025, ""F50T54"": 10001, ""F55T59"": 10058, ""F60T64"": 7939, ""F65T69"": 5910, ""F70T74"": 12498}","{""F0T9"": 5733, ""F10T14"": 3388, ""F15T19"": 5471, ""F20T24"": 14323, ""F25T29"": 13526, ""F30T34"": 10472, ""F35T39"": 10769, ""F40T44"": 9845, ""F45T49"": 10476, ""F50T54"": 9580, ""F55T59"": 9958, ""F60T64"": 8547, ""F65T69"": 6210, ""F70T74"": 17023}",294967,216038
11110,DAILY,2025-01-19,228297,"{""F0T9"": 5054, ""F10T14"": 2836, ""F15T19"": 4871, ""F20T24"": 9076, ""F25T29"": 9969, ""F30T34"": 8324, ""F35T39"": 9191, ""F40T44"": 8407, ""F45T49"": 9047, ""F50T54"": 9095, ""F55T59"": 8826, ""F60T64"": 6881, ""F65T69"": 5086, ""F70T74"": 10145}","{""F0T9"": 5550, ""F10T14"": 3266, ""F15T19"": 5423, ""F20T24"": 12900, ""F25T29"": 11750, ""F30T34"": 9221, ""F35T39"": 9682, ""F40T44"": 8869, ""F45T49"": 9413, ""F50T54"": 8617, ""F55T59"": 8764, ""F60T64"": 7552, ""F65T69"": 5373, ""F70T74"": 15109}",255921,212171
11110,DAILY,2025-01-20,275130,"{""F0T9"": 4421, ""F10T14"": 2567, ""F15T19"": 4771, ""F20T24"": 9280, ""F25T29"": 10968, ""F30T34"": 10543, ""F35T39"": 13376, ""F40T44"": 13166, ""F45T49"": 14124, ""F50T54"": 13166, ""F55T59"": 11828, ""F60T64"": 8220, ""F65T69"": 5821, ""F70T74"": 11600}","{""F0T9"": 4906, ""F10T14"": 2928, ""F15T19"": 5259, ""F20T24"": 13602, ""F25T29"": 13909, ""F30T34"": 11937, ""F35T39"": 12917, ""F40T44"": 11588, ""F45T49"": 12254, ""F50T54"": 10828, ""F55T59"": 10476, ""F60T64"": 8705, ""F65T69"": 6000, ""F70T74"": 15969}",342019,200904
11110,DAILY,2025-01-21,283985,"{""F0T9"": 4438, ""F10T14"": 2569, ""F15T19"": 4750, ""F20T24"": 9339, ""F25T29"": 11583, ""F30T34"": 11170, ""F35T39"": 13928, ""F40T44"": 13810, ""F45T49"": 14722, ""F50T54"": 13865, ""F55T59"": 12127, ""F60T64"": 8445, ""F65T69"": 6021, ""F70T74"": 12076}","{""F0T9"": 4902, ""F10T14"": 2935, ""F15T19"": 5330, ""F20T24"": 13749, ""F25T29"": 14128, ""F30T34"": 12426, ""F35T39"": 13435, ""F40T44"": 12039, ""F45T49"": 12627, ""F50T54"": 11084, ""F55T59"": 10781, ""F60T64"": 8995, ""F65T69"": 6247, ""F70T74"": 16463}",353902,210318
11110,DAILY,2025-01-22,281879,"{""F0T9"": 4479, ""F10T14"": 2607, ""F15T19"": 4822, ""F20T24"": 9443, ""F25T29"": 11178, ""F30T34"": 10843, ""F35T39"": 13709, ""F40T44"": 13461, ""F45T49"": 14405, ""F50T54"": 13350, ""F55T59"": 12010, ""F60T64"": 8322, ""F65T69"": 5928, ""F70T74"": 11762}","{""F0T9"": 4897, ""F10T14"": 2939, ""F15T19"": 5391, ""F20T24"": 14248, ""F25T29"": 14385, ""F30T34"": 12491, ""F35T39"": 13557, ""F40T44"": 11994, ""F45T49"": 12812, ""F50T54"": 11104, ""F55T59"": 10733, ""F60T64"": 8832, ""F65T69"": 6080, ""F70T74"": 16095}",349271,214128
11110,DAILY,2025-01-23,285538,"{""F0T9"": 4423, ""F10T14"": 2590, ""F15T19"": 5007, ""F20T24"": 9514, ""F25T29"": 11496, ""F30T34"": 11235, ""F35T39"": 14075, ""F40T44"": 13817, ""F45T49"": 14582, ""F50T54"": 13751, ""F55T59"": 12274, ""F60T64"": 8541, ""F65T69"": 6067, ""F70T74"": 12080}","{""F0T9"": 4958, ""F10T14"": 2959, ""F15T19"": 5297, ""F20T24"": 14051, ""F25T29"": 14337, ""F30T34"": 12492, ""F35T39"": 13590, ""F40T44"": 11967, ""F45T49"": 12719, ""F50T54"": 11234, ""F55T59"": 10840, ""F60T64"": 8945, ""F65T69"": 6285, ""F70T74"": 16412}",355536,214698
11110,DAILY,2025-01-24,273130,"{""F0T9"": 4466, ""F10T14"": 2605, ""F15T19"": 4942, ""F20T24"": 9237, ""F25T29"": 11028, ""F30T34"": 10707, ""F35T39"": 13087, ""F40T44"": 12626, ""F45T49"": 13491, ""F50T54"": 12825, ""F55T59"": 11823, ""F60T64"": 8111, ""F65T69"": 5886, ""F70T74"": 11506}","{""F0T9"": 4777, ""F10T14"": 2866, ""F15T19"": 5329, ""F20T24"": 13375, ""F25T29"": 13934, ""F30T34"": 11946, ""F35T39"": 13115, ""F40T44"": 11408, ""F45T49"": 12347, ""F50T54"": 10833, ""F55T59"": 10398, ""F60T64"": 8739, ""F65T69"": 5994, ""F70T74"": 15729}",334942,214332
11110,DAILY,2025-01-25,240083,"{""F0T9"": 5314, ""F10T14"": 2923, ""F15T19"": 4744, ""F20T24"": 8950, ""F25T29"": 10034, ""F30T34"": 8677, ""F35T39"": 9608, ""F40T44"": 8846, ""F45T49"": 9614, ""F50T54"": 9745, ""F55T59"": 9664, ""F60T64"": 7721, ""F65T69"": 5721, ""F70T74"": 12226}","{""F0T9"": 5549, ""F10T14"": 3276, ""F15T19"": 5228, ""F20T24"": 12711, ""F25T29"": 12021, ""F30T34"": 9493, ""F35T39"": 10160, ""F40T44"": 9098, ""F45T49"": 9797, ""F50T54"": 9136, ""F55T59"": 9329, ""F60T64"": 8192, ""F65T69"": 5879, ""F70T74"": 16425}",278536,206737
11110,DAILY,2025-01-26,218643,"{""F0T9"": 5616, ""F10T14"": 3047, ""F15T19"": 4574, ""F20T24"": 8410, ""F25T29"": 9024, ""F30T34"": 7928, ""F35T39"": 8908, ""F40T44"": 8292, ""F45T49"": 8928, ""F50T54"": 8861, ""F55T59"": 8554, ""F60T64"": 6792, ""F65T69"": 4983, ""F70T74"": 10095}","{""F0T9"": 5810, ""F10T14"": 3402, ""F15T19"": 5002, ""F20T24"": 10864, ""F25T29"": 10353, ""F30T34"": 8415, ""F35T39"": 9253, ""F40T44"": 8517, ""F45T49"": 9113, ""F50T54"": 8252, ""F55T59"": 8354, ""F60T64"": 7377, ""F65T69"": 5213, ""F70T74"": 14705}",247236,198218
11110,DAILY,2025-01-27,201983,"{""F0T9"": 5028, ""F10T14"": 2743, ""F15T19"": 4086, ""F20T24"": 7749, ""F25T29"": 8254, ""F30T34"": 7261, ""F35T39"": 8145, ""F40T44"": 7905, ""F45T49"": 8419, ""F50T54"": 8510, ""F55T59"": 8413, ""F60T64"": 6575, ""F65T69"": 4766, ""F70T74"": 9741}","{""F0T9"": 5021, ""F10T14"": 2959, ""F15T19"": 4413, ""F20T24"": 9425, ""F25T29"": 8903, ""F30T34"": 7232, ""F35T39"": 8371, ""F40T44"": 7554, ""F45T49"": 8322, ""F50T54"": 7973, ""F55T59"": 8137, ""F60T64"": 7166, ""F65T69"": 4998, ""F70T74"": 13916}",222620,187146
11110,DAILY,2025-01-28,187669,"{""F0T9"": 4895, ""F10T14"": 2699, ""F15T19"": 3987, ""F20T24"": 7103, ""F25T29"": 7806, ""F30T34"": 6761, ""F35T39"": 7541, ""F40T44"": 7234, ""F45T49"": 7791, ""F50T54"": 7797, ""F55T59"": 7704, ""F60T64"": 6080, ""F65T69"": 4409, ""F70T74"": 8975}","{""F0T9"": 5041, ""F10T14"": 2955, ""F15T19"": 4152, ""F20T24"": 8159, ""F25T29"": 7998, ""F30T34"": 6603, ""F35T39"": 7678, ""F40T44"": 7062, ""F45T49"": 7695, ""F50T54"": 7375, ""F55T59"": 7510, ""F60T64"": 6734, ""F65T69"": 4653, ""F70T74"": 13273}",202442,176770
11110,DAILY,2025-01-29,182132,"{""F0T9"": 4802, ""F10T14"": 2659, ""F15T19"": 3987, ""F20T24"": 6602, ""F25T29"": 7439, ""F30T34"": 6644, ""F35T39"": 7465, ""F40T44"": 6949, ""F45T49"": 7734, ""F50T54"": 7674, ""F55T59"": 7574, ""F60T64"": 5950, ""F65T69"": 4295, ""F70T74"": 8551}","{""F0T9"": 4923, ""F10T14"": 2893, ""F15T19"": 3911, ""F20T24"": 7275, ""F25T29"": 7245, ""F30T34"": 6282, ""F35T39"": 7406, ""F40T44"": 6947, ""F45T49"": 7569, ""F50T54"": 7296, ""F55T59"": 7540, ""F60T64"": 6664, ""F65T69"": 4597, ""F70T74"": 13260}",194514,170335
11110,DAILY,2025-01-30,197834,"{""F0T9"": 4893, ""F10T14"": 2719, ""F15T19"": 4212, ""F20T24"": 7087, ""F25T29"": 8213, ""F30T34"": 7140, ""F35T39"": 7963, ""F40T44"": 7584, ""F45T49"": 8117, ""F50T54"": 8235, ""F55T59"": 8099, ""F60T64"": 6424, ""F65T69"": 4651, ""F70T74"": 9466}","{""F0T9"": 5140, ""F10T14"": 3032, ""F15T19"": 4573, ""F20T24"": 9051, ""F25T29"": 8617, ""F30T34"": 7147, ""F35T39"": 8204, ""F40T44"": 7680, ""F45T49"": 8251, ""F50T54"": 7716, ""F55T59"": 8003, ""F60T64"": 6992, ""F65T69"": 4910, ""F70T74"": 13714}",218411,171287
11110,DAILY,2025-01-31,241400,"{""F0T9"": 4578, ""F10T14"": 2625, ""F15T19"": 4528, ""F20T24"": 8393, ""F25T29"": 9947, ""F30T34"": 9332, ""F35T39"": 10964, ""F40T44"": 10534, ""F45T49"": 11224, ""F50T54"": 10804, ""F55T59"": 10056, ""F60T64"": 7352, ""F65T69"": 5271, ""F70T74"": 10510}","{""F0T9"": 4837, ""F10T14"": 2889, ""F15T19"": 4795, ""F20T24"": 11386, ""F25T29"": 11816, ""F30T34"": 10072, ""F35T39"": 11303, ""F40T44"": 10037, ""F45T49"": 10559, ""F50T54"": 9518, ""F55T59"": 9428, ""F60T64"": 8004, ""F65T69"": 5562, ""F70T74"": 15076}",287957,183030
11110,DAILY,2025-02-01,239967,"{""F0T9"": 5318, ""F10T14"": 2945, ""F15T19"": 4788, ""F20T24"": 8885, ""F25T29"": 10436, ""F30T34"": 8861, ""F35T39"": 9793, ""F40T44"": 8847, ""F45T49"": 9596, ""F50T54"": 9580, ""F55T59"": 9439, ""F60T64"": 7631, ""F65T69"": 5750, ""F70T74"": 12515}","{""F0T9"": 5466, ""F10T14"": 3237, ""F15T19"": 5154, ""F20T24"": 11837, ""F25T29"": 11924, ""F30T34"": 9358, ""F35T39"": 9919, ""F40T44"": 8972, ""F45T49"": 9738, ""F50T54"": 9183, ""F55T59"": 9493, ""F60T64"": 8435, ""F65T69"": 6075, ""F70T74"": 16792}",279788,198581
11110,DAILY,2025-02-02,220117,"{""F0T9"": 5151, ""F10T14"": 2873, ""F15T19"": 4833, ""F20T24"": 8538, ""F25T29"": 9441, ""F30T34"": 7886, ""F35T39"": 8772, ""F40T44"": 8121, ""F45T49"": 8785, ""F50T54"": 8766, ""F55T59"": 8597, ""F60T64"": 6752, ""F65T69"": 4925, ""F70T74"": 10324}","{""F0T9"": 5556, ""F10T14"": 3257, ""F15T19"": 5359, ""F20T24"": 11340, ""F25T29"": 10781, ""F30T34"": 8350, ""F35T39"": 9364, ""F40T44"": 8307, ""F45T49"": 9003, ""F50T54"": 8379, ""F55T59"": 8556, ""F60T64"": 7631, ""F65T69"": 5387, ""F70T74"": 15082}",247539,200752
11110,DAILY,2025-02-03,272639,"{""F0T9"": 4526, ""F10T14"": 2643, ""F15T19"": 5497, ""F20T24"": 8957, ""F25T29"": 10721, ""F30T34"": 10531, ""F35T39"": 13263, ""F40T44"": 13082, ""F45T49"": 13915, ""F50T54"": 13130, ""F55T59"": 11755, ""F60T64"": 8106, ""F65T69"": 5680, ""F70T74"": 11359}","{""F0T9"": 4841, ""F10T14"": 2909, ""F15T19"": 5701, ""F20T24"": 12605, ""F25T29"": 13393, ""F30T34"": 11657, ""F35T39"": 12882, ""F40T44"": 11417, ""F45T49"": 12161, ""F50T54"": 10825, ""F55T59"": 10364, ""F60T64"": 8687, ""F65T69"": 6000, ""F70T74"": 16033}",342077,195647
11110,DAILY,2025-02-04,278316,"{""F0T9"": 4487, ""F10T14"": 2608, ""F15T19"": 5606, ""F20T24"": 9076, ""F25T29"": 11301, ""F30T34"": 10903, ""F35T39"": 13851, ""F40T44"": 13640, ""F45T49"": 14333, ""F50T54"": 13631, ""F55T59"": 11991, ""F60T64"": 8195, ""F65T69"": 5720, ""F70T74"": 11276}","{""F0T9"": 4769, ""F10T14"": 2862, ""F15T19"": 5785, ""F20T24"": 13082, ""F25T29"": 13787, ""F30T34"": 12130, ""F35T39"": 13322, ""F40T44"": 11760, ""F45T49"": 12287, ""F50T54"": 10980, ""F55T59"": 10403, ""F60T64"": 8698, ""F65T69"": 6019, ""F70T74"": 15812}",346699,206263
11110,DAILY,2025-02-05,279214,"{""F0T9"": 4523, ""F10T14"": 2642, ""F15T19"": 5646, ""F20T24"": 9452, ""F25T29"": 11217, ""F30T34"": 10748, ""F35T39"": 13397, ""F40T44"": 13441, ""F45T49"": 14217, ""F50T54"": 13245, ""F55T59"": 11873, ""F60T64"": 8223, ""F65T69"": 5805, ""F70T74"": 11166}","{""F0T9"": 4888, ""F10T14"": 2928, ""F15T19"": 5982, ""F20T24"": 13719, ""F25T29"": 13953, ""F30T34"": 12173, ""F35T39"": 13323, ""F40T44"": 11849, ""F45T49"": 12479, ""F50T54"": 11093, ""F55T59"": 10510, ""F60T64"": 8868, ""F65T69"": 6069, ""F70T74"": 15783}",346966,210524
11110,DAILY,2025-02-06,284930,"{""F0T9"": 4597, ""F10T14"": 2685, ""F15T19"": 5847, ""F20T24"": 9458, ""F25T29"": 11468, ""F30T34"": 11108, ""F35T39"": 13954, ""F40T44"": 13743, ""F45T49"": 14617, ""F50T54"": 13707, ""F55T59"": 12092, ""F60T64"": 8446, ""F65T69"": 5959, ""F70T74"": 11613}","{""F0T9"": 4918, ""F10T14"": 2946, ""F15T19"": 6071, ""F20T24"": 13630, ""F25T29"": 14234, ""F30T34"": 12343, ""F35T39"": 13445, ""F40T44"": 11892, ""F45T49"": 12670, ""F50T54"": 11128, ""F55T59"": 10759, ""F60T64"": 9063, ""F65T69"": 6172, ""F70T74"": 16365}",354011,214248
11110,DAILY,2025-02-07,275705,"{""F0T9"": 4594, ""F10T14"": 2657, ""F15T19"": 5440, ""F20T24"": 9475, ""F25T29"": 11232, ""F30T34"": 10774, ""F35T39"": 13161, ""F40T44"": 13023, ""F45T49"": 13746, ""F50T54"": 12994, ""F55T59"": 11791, ""F60T64"": 8156, ""F65T69"": 5693, ""F70T74"": 11076}","{""F0T9"": 5003, ""F10T14"": 2995, ""F15T19"": 5847, ""F20T24"": 13546, ""F25T29"": 14115, ""F30T34"": 12128, ""F35T39"": 12914, ""F40T44"": 11711, ""F45T49"": 12350, ""F50T54"": 10854, ""F55T59"": 10449, ""F60T64"": 8649, ""F65T69"": 5972, ""F70T74"": 15361}",336810,213994
